,I agree that I have bought a [ticket](https://fixr.co/event/215737120) and agree to the [Terms and Conditions](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,Do you understand you won't get a match unless you've bought a ticket?,What college are you at?,What do you study?,"{{field:5be60ae4-75cb-48af-93d7-fb1955703b91}}, what year are you in?",What years do you want to match with?,I identify as...,I want to match with people looking for...,I want to match with someone who is:,How do you feel about a non-monogamous relationship?,I like Christmas the most for...,My ideal date is...,You are taking them to dinner. Where do you go?,What do you talk about?,How COVID-Secure is your Date?,Who pays?,What’s one thing you definitely want from your partner in the morning?,Fast forward to end of COVID-19. You and your partner are going on a dream romantic getaway. What continent is it on?,How political are you?,I would best describe myself as being...,Are there some political beliefs you don't want to match with?,I do not want to match with someone who is:,I would look after my drunk mate even if I had an essay due at 9am,"I’d always support my country, whether it was right or wrong.",Social activism is important to me,I'm very outgoing and extroverted,Climate change is the most important issue,My intellectual curiosity is the most important thing about me.,Being thought of as well dressed is important to me,"“From each according to his ability, to each according to his need” is a fundamentally good idea.
",I find extreme ambition attractive even when it interferes with family and friends,"Authority should always be questioned.
",No culture is superior to any other,It is important to me to promote access to Oxford,Making peace with the establishment is an important aspect of maturity.,"You cannot be moral without being religious
",I consider myself religious,There are some things that science cannot explain,Traditional gender roles exist for a reason,"Some people are naturally unlucky.
",Is it true that {{field:fead9b5e-ab90-4724-8d76-5bc0ee9a3a3b}} is the best college?,I think I have a healthy work/life balance.,I try to attend all lectures.,*Who has done* _*more*_* for women this term?*,I would never get with a tute partner,Best night out in Oxford?,"How do you describe organisations with hacks, slates, and famous debating societies? ",Are you smarter than most people at Oxford?,"Besides {{field:5be60ae4-75cb-48af-93d7-fb1955703b91}} {{field:7377cb3f-039d-4dc6-a882-0b64fac6f685}}, who is the Biggest Name on Campus?",Crewdates are...,Studying in the library is...,Are you a cat or a dog person?,What would you give your scout?,"Household bop or household baking?
",Emotional vulnerability is an important part of my friendships,Big spoon or little spoon?,How confident are you?,My humour is politically correct,Favourite game to play with friends?,My ideal date ends...,Do you announce to the porters if someone is staying over?,Are you kinky?,"Just so we’re really clear, are you naughty or nice? 😉",Best sconce?,Do you drink alcohol?,How much do you drink?,Do you smoke?,How much do you smoke?,"If you do nothing for an entire day, how do you feel?",Morning or Night person?,The ideal number of nights out is...,How important is music to you?,Favourite musicians? ,I consider myself outdoorsy,Vibe check - how wholesome are you?,I most want to get a...,I will most likely sell my soul to the city,How many children do you want?,I expect my children to attend Oxbridge,I want to be thought of as posh,"Looking back, if 2020 was a movie, what would it be called?",Which of these traits is most important for you in a partner?,Which of these traits is your best trait?,I would be disappointed if I didn't meet my match in person,I am happy to match with someone from my college,I am happy to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to include additional contact information for your match to reach you?,Your email is {{field:3b292fa4-3b1f-47db-8ef6-a631747f0486}} and you want to match with a {{field:cd7d9577-c952-4d05-b8b4-ef159867afa9}}.,Submitted At,Token
155,True,person 872,1.0,Exeter College,Law (Jurisprudence),Second,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,The Deep Stuff™,5.0,Split equally,Sex,Oceania,2.0,Slightly left-wing,0.0,,5.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,It's closer than I'd like it to be,1.0,Bully,5.0,1.0,na,2.0,4.0,5.0,Flowers,1.0,5.0,1.0,3.0,3.0,Cards against Humanity,5.0,1.0,3.0,4.0,,1.0,4.0,1.0,1.0,2.0,5.0,2.0,5.0,pulp,3.0,3.0,Spouse,3.0,3.0,3.0,2.0,armageddon,Sense of Humour,Sense of Humour,5.0,0.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 16:34:26,4fh0wgbw0pfi3lk93x4fh0wgbuu6xvbl
156,True,person 2793,1.0,Pembroke College,Modern Languages,Second,"Second, Third",Female,,Male,Not interested,Quality time with family and friends,Visit the Ashmolean,Homemade meal,"Art, Music, Culture...",3.0,Pay separately,Breakfast,Europe,3.0,Moderately left-wing,1.0,,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,It's closer than I'd like it to be,2.0,Bully,4.0,1.0,Isabel Harley,2.0,3.0,1.0,Chocolate,4.0,4.0,1.0,4.0,4.0,Pictionary,3.0,5.0,3.0,2.0,Got with my tutor’s son,1.0,3.0,0.0,,2.0,5.0,2.0,5.0,"Ariana Grande, Maluma, Aitana",1.0,4.0,💰 Sweet job 💰,4.0,4.0,1.0,1.0,The end of the world as we know it,Kindness,Kindness,4.0,0.0,1.0,0.0,,5.0,Nope,0.0,1.0,2020-11-22 16:46:03,1v02lytvtzd4ain401v02lytq7yiv0zs
157,True,person 1015,1.0,New College,Law (Jurisprudence),First,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,The food,Taste the countryside on Port Meadow,Takeaway and a film,The Deep Stuff™,5.0,Split equally,Tickets for a night-out,South America,3.0,Moderately left-wing,0.0,,5.0,1.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,It's closer than I'd like it to be,4.0,Bridge,3.0,4.0,,4.0,4.0,5.0,Chocolate,1.0,5.0,2.0,4.0,5.0,Monopoly,4.0,1.0,3.0,4.0,,1.0,3.0,0.0,,2.0,4.0,3.0,5.0,"Dave, John Denver, AJ Tracy, Nat King Cole",5.0,4.0,First,2.0,2.0,1.0,2.0,Don't worry- it gets worse...,Sense of Humour,Confidence,4.0,0.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 16:39:58,5isdb2a5o0j1vjmhtop5ibeh6yp009yx
158,True,person 1572,1.0,New College,Law (Jurisprudence),Second,"Second, Third, Fourth + / Post Grad",Female,,"Male, Female, Non-binary",Not interested,The time off,Taste the countryside on Port Meadow,Homemade meal,The Deep Stuff™,3.0,Pay separately,Breakfast,South America,4.0,Very left-wing,1.0,,5.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,It's closer than I'd like it to be,1.0,Plush,5.0,1.0,Probably anyone you can think of,1.0,3.0,2.0,Chocolate,4.0,5.0,4.0,3.0,5.0,Cards against Humanity,3.0,1.0,2.0,4.0,"""I sconce anyone who has flashed their bra at the Bully""",1.0,3.0,0.0,,1.0,3.0,1.0,3.0,"Frank Ocean, Daniel Ceasar, Lizzo, Willow, Tyler the Creator, Wet",4.0,5.0,Spouse,2.0,2.0,1.0,1.0,"""Things Fall Apart"" - stolen from Chinua Achebe",Kindness,Kindness,5.0,0.0,0.0,0.0,,3.0,,1.0,1.0,2020-11-22 16:51:26,jaz37knt1jb2tr1gbjali59wxt1wvdow
159,True,person 2060,1.0,University College,Chemistry,Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Something active!,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Sex,Oceania,2.0,Moderately left-wing,1.0,,4.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,It's closer than I'd like it to be,5.0,Park End,4.0,2.0,-,4.0,4.0,4.0,Nice card for Christmas,2.0,4.0,1.0,4.0,4.0,Cards against Humanity,5.0,1.0,4.0,4.0,As a fresher I passed out at a party in second year accommodation and woke up in the early hours of the morning having no idea where I was or how I got there,1.0,4.0,0.0,,2.0,4.0,1.0,2.0,None in particular,4.0,4.0,Spouse,3.0,2.0,3.0,3.0,The worst of it has only just begun,Ambition,Ambition,4.0,1.0,1.0,1.0,Brasenose College,5.0,Nope,1.0,1.0,2020-11-22 16:51:15,ppqe0nli50ppqu5wvxn88mgo7aukmru5
160,True,person 756,1.0,Keble College,Physics,Second,"Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,The presents,Something active!,Best food money can buy,The Deep Stuff™,4.0,Split equally,Sex,Europe,2.0,Slightly conservative,0.0,,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,It's closer than I'd like it to be,2.0,Park End,3.0,4.0,Ian Cheung,3.0,2.0,5.0,Chocolate,3.0,4.0,3.0,4.0,3.0,Uno,5.0,1.0,5.0,5.0,Horsegasm,1.0,2.0,0.0,,1.0,2.0,1.0,5.0,"The Unlikely Candidates, Nothing But Thieves, Friday Pilots Club",5.0,4.0,💰 Sweet job 💰,5.0,0.0,3.0,5.0,Total meltdown,Ambition,Ambition,4.0,0.0,0.0,0.0,,5.0,👍,1.0,1.0,2020-11-22 16:36:39,daep88cr6n6u8u4hqendaep883ibmsr8
161,True,person 194,1.0,Lincoln College,Chemistry,First,"First, Second",Female,,Female,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,Sex,5.0,Me,Breakfast,Europe,4.0,Very left-wing,1.0,,5.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,5.0,"A certain society related to philosophy, politics and economics",1.0,Plush,2.0,1.0,/,3.0,5.0,1.0,Nice card for Christmas,1.0,5.0,1.0,4.0,5.0,Cards against Humanity,5.0,1.0,3.0,4.0,/,1.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,dodie,3.0,4.0,First,2.0,2.0,1.0,1.0,pandemic,Kindness,Kindness,5.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2020-11-22 16:46:05,fjg7ney4kd1orhsdfjgwlbacvd2us4dx
162,True,person 165,1.0,Pembroke College,History and Modern Languages,Second,"Second, Third",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",4.0,Split equally,To not wake me up,Europe,4.0,Moderately left-wing,1.0,,5.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,4.0,3.0,It's closer than I'd like it to be,2.0,Fever,5.0,3.0,Issy Harley !!,2.0,3.0,4.0,Flowers,4.0,5.0,4.0,4.0,5.0,Pictionary,3.0,3.0,2.0,1.0,got with a tutor's son,1.0,3.0,0.0,,2.0,4.0,2.0,4.0,"David Bowie, the Jam, Taylor Swift",3.0,4.0,💰 Sweet job 💰,2.0,4.0,2.0,2.0,this is the end xx,Kindness,Kindness,4.0,0.0,0.0,1.0,Christ Church,5.0,,0.0,1.0,2020-11-22 16:44:57,248poc05zfag98s248pg0b11ewuqpa36
163,True,person 308,1.0,The Queen's College,Classics,Third,"Third, Fourth + / Post Grad, Second",Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Homemade meal,"Art, Music, Culture...",5.0,Pay separately,To not wake me up,Europe,3.0,Moderate,1.0,,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,It's closer than I'd like it to be,2.0,Fever,5.0,1.0,Flora brown,4.0,4.0,5.0,Chocolate,1.0,5.0,2.0,4.0,2.0,Fun jenga ,5.0,1.0,2.0,3.0,One that exposes your mate,1.0,3.0,0.0,,4.0,4.0,3.0,4.0,"J Cole, Dave, Fleetwood Mac, Justin bieber",4.0,3.0,💰 Sweet job 💰,4.0,4.0,2.0,1.0,A bad time,Sense of Humour,Sense of Humour,2.0,1.0,0.0,0.0,,4.0,No,0.0,1.0,2020-11-22 16:47:37,29rfa9lf5z90j3p3v29rfd3i93u381ee
164,True,person 1211,1.0,Somerville College,Classical Archaeology and Ancient History,Third,"First, Second, Fourth + / Post Grad",Male,,Male,Happy either way,Quality time with family and friends,Visit the Ashmolean,Takeaway and a film,"Art, Music, Culture...",5.0,Me,Sex,South America,2.0,Moderate,1.0,,5.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,5.0,3.0,2.0,It's closer than I'd like it to be,1.0,Bridge,3.0,4.0,Mario Stepanik,2.0,2.0,2.0,Flowers,3.0,3.0,2.0,4.0,2.0,Pictionary,4.0,1.0,5.0,5.0,,0.0,,0.0,,3.0,5.0,2.0,3.0,,5.0,5.0,First,3.0,3.0,1.0,1.0,,Ambition,Kindness,5.0,1.0,0.0,0.0,,5.0,,1.0,1.0,2020-11-22 16:40:17,qlobc58cr7mdxllnk7dw4qlobc58a5am
165,True,person 941,1.0,New College,Biochemistry (Molecular and Cellular),Third,"Third, Fourth + / Post Grad, Second",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,The Deep Stuff™,5.0,Split equally,Sex,Africa,2.0,Slightly left-wing,1.0,,2.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,It's closer than I'd like it to be,1.0,Bully,4.0,1.0,Harrison taylor,1.0,4.0,5.0,Nice card for Christmas,1.0,4.0,1.0,3.0,3.0,dobble,4.0,1.0,3.0,2.0,-,1.0,3.0,0.0,,1.0,4.0,2.0,5.0,"Radiohead, fleetwood mac, fil bo riva",3.0,4.0,Spouse,2.0,0.0,2.0,2.0,The wake-up call,Sense of Humour,Kindness,4.0,1.0,0.0,0.0,,4.0,-,0.0,1.0,2020-11-22 16:44:23,ua52olvwfsmadua52g1pqx14c0pqau9i
166,True,person 772,1.0,The Queen's College,Classics,Third,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,The presents,Dinner at a nice restaurant,Homemade meal,"Art, Music, Culture...",4.0,Split equally,Sex,Asia,2.0,Moderate,1.0,,4.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,It's closer than I'd like it to be,4.0,Fever,5.0,1.0,Lizzy Whitehouse,4.0,4.0,5.0,Chocolate,1.0,5.0,1.0,2.0,3.0,Shake and pop,5.0,1.0,5.0,4.0,Targeted one,1.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0,"Amy Macdonald, Easy Life",4.0,3.0,💰 Sweet job 💰,4.0,3.0,1.0,1.0,The pandemic,Sense of Humour,Sense of Humour,2.0,1.0,0.0,0.0,,4.0,None,0.0,1.0,2020-11-22 16:47:30,glpjjfxcd0ocq0yn7m1zm8fzglpjjfwr
167,True,person 1522,1.0,University College,Chemistry,Third,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",2.0,Split equally,Breakfast,Europe,2.0,Moderate,1.0,,3.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,"A certain society related to philosophy, politics and economics",4.0,A night in..,3.0,2.0,,1.0,3.0,5.0,Nice card for Christmas,4.0,3.0,2.0,3.0,2.0,Cards against Humanity,4.0,1.0,1.0,2.0,,0.0,,0.0,,1.0,1.0,0.0,4.0,,4.0,5.0,First,1.0,2.0,2.0,2.0,,Kindness,Kindness,3.0,1.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 18:52:25,94ux5okc1k7n1e5r7qf8994ux5ou8e8o
168,True,person 1286,1.0,New College,Modern Languages,Second,"Second, Third",Female,,Male,Happy either way,The food,Taste the countryside on Port Meadow,Dinner at a nice restaurant,Sex,5.0,Split equally,Sex,South America,4.0,Moderately left-wing,1.0,,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,Donald Trump,1.0,Bully,3.0,3.0,Hugh Grant,3.0,2.0,1.0,Nice card for Christmas,2.0,4.0,1.0,3.0,3.0,Cards against Humanity,4.0,1.0,4.0,4.0,Sconcey sconcey sconcey- scone or scone?,1.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,"Sade, Koba LaD, Damso, Amy Winehouse, Peggy Gou, Okvsho, Dave, Laurence Guy",3.0,2.0,💰 Sweet job 💰,2.0,2.0,2.0,1.0,Fuck.,Kindness,Kindness,5.0,1.0,0.0,0.0,,5.0,nah loved it xxx,1.0,1.0,2020-11-22 17:01:48,u5d9tfxga1ohajx74u5d9tzq56cv0gxp
169,True,person 1117,1.0,Magdalen College,Biochemistry (Molecular and Cellular),Second,"First, Second, Third, Fourth + / Post Grad",Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,Sex,5.0,Split equally,To not wake me up,South America,3.0,Slightly left-wing,0.0,,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,2.0,1.0,Donald Trump,2.0,Fever,5.0,4.0,Parth Agarwal’s (my) best friend,3.0,2.0,5.0,Chocolate,1.0,4.0,4.0,5.0,3.0,Chess,5.0,1.0,4.0,4.0,Sconce anyone who was caught having sex in an M&S toilet,1.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,"Bowie, Beatles, Strokes Billie Eilish",4.0,3.0,First,4.0,4.0,4.0,1.0,the goat,Kindness,Sense of Humour,2.0,0.0,0.0,0.0,,5.0,Was very good,1.0,1.0,2020-11-22 16:51:08,ghe5tx6rphn2o05dsxjrghe5tlferi14
170,True,person 2457,1.0,New College,Psychology (Experimental),First,"First, Second",Female,,Female,Not interested,Quality time with family and friends,Visit the Ashmolean,Takeaway and a film,The Deep Stuff™,3.0,Split equally,Breakfast,Europe,3.0,Slightly left-wing,1.0,,4.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,It's closer than I'd like it to be,2.0,Plush,4.0,4.0,poor gez wells,2.0,2.0,1.0,Chocolate,4.0,4.0,2.0,3.0,4.0,Cards against Humanity,4.0,2.0,3.0,3.0,i sconce anyone who has submitted their essay 1 minute before the deadline,0.0,,0.0,,2.0,4.0,3.0,4.0,"muse, arctic monkeys, lana del rey, 2000s emo music, vivaldi",2.0,4.0,First,2.0,1.0,2.0,3.0,riverdale: the movie,Kindness,Kindness,4.0,0.0,1.0,1.0,New College,4.0,no,1.0,1.0,2020-11-22 17:04:56,vdgwn7d19ky6if7z29vdgwn7yvu0y0on
171,True,person 839,1.0,St Peter's College,Philosophy and Theology,Third,"First, Second, Third, Fourth + / Post Grad",Male,,Female,Not interested,The time off,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,4.0,Me,Sex,Europe,2.0,Moderate,1.0,,3.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,1.0,2.0,5.0,"A certain society related to philosophy, politics and economics",2.0,A night in..,3.0,5.0,Cosmic Sceptic/Alex O'Connor,3.0,4.0,2.0,Chocolate,3.0,5.0,4.0,3.0,1.0,Cards against Humanity,4.0,2.0,3.0,3.0,I sconce anyone who has signed up to Oxmatch for friends only. (I think it would be a good idea to have a separate match for that),1.0,3.0,0.0,,2.0,3.0,0.0,3.0,Classical anything,3.0,2.0,Spouse,2.0,0.0,1.0,3.0,2012--8 year anniversary deluxe special edition,Intelligence,Intelligence,5.0,0.0,0.0,0.0,,3.0,"The ""which political positions do you not want to match with"" should be multiple choice.",0.0,1.0,2020-11-22 17:04:36,9zla8w0cpnh6hm89zlz4uugbwhq0hu01
172,True,person 252,1.0,Merton College,Classics and Modern Languages,Fourth + / Post Grad,"Third, Fourth + / Post Grad",Female,,Female,Not interested,Quality time with family and friends,Something active!,Homemade meal,"Art, Music, Culture...",3.0,Me,Breakfast,Europe,3.0,Moderately left-wing,0.0,,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,1.0,2.0,5.0,2.0,3.0,5.0,4.0,3.0,It's closer than I'd like it to be,1.0,Plush,4.0,3.0,No idea,1.0,3.0,5.0,Nice card for Christmas,2.0,3.0,4.0,4.0,2.0,Pictionary,3.0,2.0,3.0,1.0,,0.0,,0.0,,1.0,1.0,1.0,4.0,,5.0,2.0,Blue,3.0,2.0,2.0,2.0,Bruh,Kindness,Confidence,5.0,0.0,1.0,0.0,,3.0,,0.0,1.0,2020-11-22 16:48:18,8gkalnycubpv8tizm48gkalnmh2y8y1f
173,True,person 725,1.0,Regent's Park College,English Language and Literature,First,"First, Second, Third",Female,,Male,Not interested,The time off,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Me,Sex,Europe,5.0,Very left-wing,1.0,,5.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,"A certain society related to philosophy, politics and economics",3.0,Bridge,3.0,4.0,Robert Becker-Schwering,3.0,3.0,3.0,Chocolate,1.0,3.0,3.0,3.0,3.0,Cards against Humanity,3.0,3.0,5.0,5.0,A certain individual of authority relieved himself on the roof during his self-isolation period...,1.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,"Fleetwood Mac, The Doors, Bruce Springsteen",3.0,5.0,First,1.0,0.0,1.0,1.0,Now! That’s What I Call the Failings of Capitalism,Sense of Humour,Sense of Humour,3.0,0.0,0.0,0.0,,5.0,More questions should be focused around political/philosophical leanings.,1.0,1.0,2020-11-22 16:56:34,yjerjpds9u93ey0aja30yjerxw35h621
174,True,person 828,1.0,Christ Church,Medicine,Fourth + / Post Grad,"Third, Fourth + / Post Grad",Male,,Female,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Me,To not wake me up,Africa,4.0,Slightly left-wing,1.0,,5.0,1.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,It's closer than I'd like it to be,1.0,Bridge,4.0,1.0,David Kim,1.0,3.0,5.0,Nice card for Christmas,5.0,2.0,5.0,4.0,1.0,shithead,3.0,1.0,1.0,1.0,,0.0,,0.0,,4.0,4.0,1.0,5.0,Bob Dylan,5.0,5.0,Blue,3.0,2.0,1.0,3.0,10 thing i hate about you,Kindness,Ambition,5.0,0.0,0.0,0.0,,5.0,Great,0.0,1.0,2020-11-22 16:46:11,g5m1mdbjd6jtugcg2x6vg5m1vx1sapye
175,True,person 2944,1.0,St Peter's College,"Philosophy, Politics and Economics (PPE)",Fourth + / Post Grad,Fourth + / Post Grad,Female,,Female,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",3.0,Me,Breakfast,Europe,3.0,Moderately left-wing,1.0,,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,It's closer than I'd like it to be,1.0,Plush,3.0,3.0,,3.0,4.0,3.0,Nice card for Christmas,2.0,4.0,3.0,3.0,3.0,Cards against Humanity,4.0,1.0,3.0,3.0,,1.0,2.0,0.0,,1.0,3.0,3.0,2.0,,3.0,3.0,Spouse,2.0,0.0,3.0,1.0,,Sense of Humour,Sense of Humour,4.0,1.0,1.0,0.0,,5.0,opt out of answering some questions,0.0,1.0,2020-11-22 16:59:35,w88jrm2upn0cyhzv76ofadw88jrm263r
176,True,person 1217,1.0,St Antony's College,"Philosophy, Politics and Economics (PPE)",Fourth + / Post Grad,"Fourth + / Post Grad, Third, Second",Male,,Female,Not interested,The time off,Visit the Ashmolean,Takeaway and a film,Politics,5.0,Me,To not wake me up,Asia,5.0,Very conservative,1.0,,3.0,5.0,1.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,5.0,Donald Trump,1.0,Fever,3.0,5.0,,3.0,4.0,1.0,Nothing,4.0,2.0,5.0,4.0,1.0,Chess,2.0,1.0,2.0,2.0,,1.0,2.0,0.0,,1.0,5.0,1.0,2.0,,2.0,2.0,First,4.0,5.0,5.0,3.0,,Kindness,Ambition,5.0,0.0,0.0,1.0,Wadham College,3.0,,0.0,1.0,2020-11-22 16:50:02,6rwjalafro2mruejv6rwrpbtq051nhs9
177,True,person 1929,1.0,The Queen's College,Classics,Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Pay separately,Sex,Europe,3.0,Moderately left-wing,1.0,,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,Donald Trump,5.0,Fever,3.0,3.0,Not someone who says they are one,4.0,4.0,2.0,Nice card for Christmas,3.0,5.0,2.0,3.0,4.0,Cards against Humanity,3.0,1.0,4.0,2.0,I sconce anyone who had to go to the porters at 2am in a dress without their underwear so that they could open up the room of the guy they had hooked up with,1.0,3.0,0.0,,4.0,2.0,2.0,5.0,Depends on the mood,4.0,3.0,💰 Sweet job 💰,3.0,2.0,1.0,1.0,Tumblr 2012 on steroids,Sense of Humour,Kindness,3.0,1.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-22 16:54:36,eu3tlt40qtzneu3t4qqafikub242uc3r
178,True,person 724,1.0,St Catherine's College,History and English,First,"First, Second",Female,,Male,Not interested,The food,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",4.0,Split equally,To not wake me up,North America,3.0,Slightly left-wing,1.0,,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,1.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,It's closer than I'd like it to be,2.0,Park End,5.0,1.0,Dommy Shelby,1.0,1.0,2.0,Nice card for Christmas,2.0,3.0,1.0,2.0,3.0,Cards against Humanity,3.0,1.0,3.0,3.0,I sconce anyone who’s pissed in their sink,1.0,4.0,0.0,,5.0,5.0,2.0,5.0,"Aitch, Lin-Manuel Miranda, Elton John",2.0,3.0,💰 Sweet job 💰,4.0,0.0,1.0,1.0,Final Destination,Sense of Humour,Sense of Humour,3.0,0.0,1.0,1.0,Christ Church,4.0,Stick with multiple choice questions,1.0,1.0,2020-11-22 16:54:08,tsc6wz9hdjkn4oczpytsc6wzitoo9cys
