,Your privacy is important to us. By continuing you agree to [our privacy guidelines](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, did Carole Baskin murder her husband? 🐯",What college are you?,Are you...,I am looking for a...,I am in my...,I want to match with a...,What course do you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, are you chaotic?",What type of chaos are you?,I identify as being..,I am fine matching with people with different political beliefs than me,I specifically do not want to match with someone who is..,Are there things science can't explain?,Are you an optimist?,Do you like going to new places with new people?,Is it okay to step on others to get ahead?,Do individuals have a responsibility to make sacrifices for their community?,How much do you love your college?,Do you like to work in your college library?,Would you date someone that rows?,Would you go on a date to a college formal?,Sexiest JCR role?,What were you like on your freshers group chat?,The biggest sin on College FB Groups is...,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what is your heart’s desire? 
","How smart are you compared to the average Oxford student? 
",Do you make an effort to attend lectures?,What type of tute partner are you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, have you ever overslept and missed a tutorial?",Most creative excuse for a late/missed essay?,I generally find it easy to find friends to go to the places I want,"Where do you study? 
",Worst library sin?,Favourite library?,What is the biggest waste of human potential?,"Be honest, have you ever hacked?",Would you ever date a hack?,Do you enjoy crewdates?,Best sconce?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} do you drink excessively?,Are you a...,Greggs or Pret?,Favourite pub? 🍺,Favourite cafe? ☕,Is clubbing a large part of your social life?,Is Fever a bad idea?,I love Bridge Thursdays this much...,I would rather go to the pub than the club..,Ideal afters?,How musical are you?,Is music a big part of your life?,What type of music do you enjoy?,Favourite band/artist?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} how kinky are you?,Do you consider yourself athletic?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what sports do you do?",I generally consider myself..,In my friendship group I am..,Do you think you have a good work/life balance?,I want to go on dates but I feel like I can’t find anyone…,My ideal post-lockdown first date would be...,Do you use dating apps?,Which ones?,How satisfied are you with the present choices for dating apps?,"Out of 5 matches, how many would you say you meet in person? \* ",Do you want to meet dating app matches in person?,Why don't you meet up with matches in person?,Would you like to be an early user for a new dating app in Michaelmas 2020?,I am okay matching with someone from my college,I am okay matching with someone from my course,How'd we do?,Your suggestions and feedback are welcome,I want to find a..,The college I dislike the most is...,Favourite club in Oxford?,(optional) What's been your experience with dating apps and how could it be improved?,I want to be matched with people looking for...,Submitted At,Token
216,1.0,person 1602,Yes,Magdalen College,Male,Female,Second year,"First year, Second year, Third year",Computer Science,1.0,Chaotic good,Slightly left-wing,1.0,,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,Entz 🎫,The silent observer,Sharing events nobody cares about,First🎓,3.0,0.0,Please don't ask me a question,1.0,,True,Uni libraries,,Rad cam,Oxford University Conservative Association,1.0,0.0,1.0,,1.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,Turf,Greens,1.0,0.0,4.0,True,in A&E,0.0,1.0,"Rap, Jazz, Reggae","Digable Planets, A Tribe Called Quest",7.0,3.0,"Football, Surfing",In between,The Wildcard,0.0,True,Tins @ the beach,1.0,"Tinder, Hinge",2.0,1.0,1.0,It's hard to find people I have things in common with,0.0,0.0,0.0,3.0,,Something more... ❤️,Christ Church,Bully,,,2020-05-27 08:44:43,zk6nqnt67t0z6pzk6nqntbtc9086w3zt
217,1.0,person 533,Yes,Regent's Park College,Female,Female,First year,"First year, Second year",English Language and Literature,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,Welfare 💜,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,Spouse❤️,2.0,0.0,Ask questions to eat up the 🕐,0.0,,True,Cafes,,Radcam,The Oxford Union,0.0,0.0,1.0,,1.0,Morning person 🌅,Greggs,White Rabbit,Greens,1.0,0.0,3.0,True,Kebab van,1.0,0.0,,,4.0,1.0,None,Introverted,The Organizer,1.0,False,,0.0,,,,,,0.0,0.0,1.0,4.0,,Just a friend 😊,St John's College,Plush,,,2020-05-27 08:46:53,nzbqjga95bno50nxnzbqjgauztshjwky
218,1.0,person 2817,Yes,Lady Margaret Hall,Female,Male,First year,"First year, Second year, Third year, Post Grad, Fourth year +",History,0.0,,Very left-wing,0.0,"Very conservative, Moderately conservative, Slightly conservative",1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Welfare 💜,Chatted a bit!,Ranting / causing drama,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),0.0,Never had a late or missed essay 😇,True,Uni libraries,"Accidentally leaving Netflix open on my laptop so when I opened it, Grace and Frankie started playing on full volume in the Gladstone Link",RadCam!,Oxford University Conservative Association,0.0,1.0,1.0,Woken up with two different guys in their bed two consecutive mornings,0.0,A mix of all the above depending on the week,Greggs,The Gardeners Arms,George Street Social,1.0,0.0,3.0,False,Kebab van,2.0,0.0,,,8.0,1.0,None,In between,The Mom,1.0,True,Going for a walk and a picnic,1.0,Tinder,2.0,1.0,1.0,"They don't respond to messages, It's difficult arranging to meet // I don't know where to meet them, Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with",1.0,1.0,1.0,4.0,Nothing to add!,Something more... ❤️,Christ Church,Plush,"It’s fine in Oxford, it’s just terrible at home",,2020-05-27 08:47:33,mnyqm53f6jbj6u5jrkfmnyqmbcjz4yiu
219,1.0,person 2274,Yes,Jesus College,Male,Male,First year,"First year, Second year",Modern Languages,1.0,Chaotic neutral,Slightly left-wing,1.0,,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,President👑,The silent observer,Ranting / causing drama,First🎓,3.0,0.0,"The Snake (I lied. I actually prepared and wrote 5,000 words.)",1.0,I was doing another essay,True,Uni libraries,Tapping loudly with a pen,Taylorian <3,Oxford University Conservative Association,0.0,1.0,1.0,"Sconced an ex with ""I sconce anyone who's ever cheated""",1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,Turf,Gail's,1.0,0.0,4.0,True,Kebab van,1.0,1.0,"Pop, Indie",Fleetwood Mac,4.0,0.0,None,Extroverted,The Mess,1.0,False,Turf,1.0,"Tinder, Grindr lmao",1.0,0.0,0.0,It's hard to find people I have things in common with,1.0,1.0,1.0,4.0,,Something more... ❤️,Exeter College,Bridge,,,2020-05-27 08:51:13,5cdopqkzpp8hvez35cdopqkilmcjw5n3
220,1.0,person 423,No,Pembroke College,Male,Female,Second year,"Second year, First year",Music,1.0,Chaotic neutral,Moderate,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,Welfare 💜,The silent observer,Using it as your personal lost & found,First🎓,2.0,1.0,The Teamplayer (back them up!),1.0,I was performing a version of the opera i was writing about,True,Uni libraries,Loud typing,Rad cam,Student 'journalism',0.0,0.0,0.0,,1.0,A mix of all the above depending on the week,Greggs,Blenheim,Jericho coffee traders,1.0,0.0,3.0,True,Asleep,4.0,1.0,"Classical, Electronic, Jazz, Pop, Rap, R&B, Indie","Depends on my mood, perhaps Snarky Puppy",5.0,0.0,None,In between,The Mom,0.0,True,Coffee,1.0,Tinder,1.0,0.0,1.0,"They don't respond to messages, It's difficult arranging to meet // I don't know where to meet them, It's hard to find people I have things in common with",0.0,1.0,1.0,5.0,,Something more... ❤️,Christ Church,Fever,,,2020-05-27 09:04:52,fh45jwn1nzi9vsvliaozzvlfh45jwn1w
221,1.0,person 2566,Yes,St Anne's College,Male,Female,Third year,"First year, Second year, Third year, Fourth year +, Post Grad",Chemistry,0.0,,Moderately left-wing,1.0,,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,Sports 🏐,The silent observer,Sharing events nobody cares about,First🎓,4.0,1.0,I'm too busy arguing with the tutor..,0.0,N/a,True,College library,"Loud whisperers, usually freshers",St Anne's old lib,Student 'journalism',0.0,1.0,1.0,Getting with my best mate's sister in front of him,1.0,Morning person 🌅,Greggs,Spoons,Waterstones,1.0,0.0,4.0,False,Kebab van,4.0,1.0,"Electronic, Jazz, Rap, Indie, Reggae",Radiohead,7.0,3.0,Football,In between,The Organizer,1.0,False,A nice cocktail,1.0,Tinder,3.0,0.0,1.0,Messaging is awkward // I don't know what to say,0.0,1.0,1.0,4.0,,Something more... ❤️,Christ Church,Park End,,,2020-05-27 09:05:21,q7ozxo1er7peqhq7ozxct9yyy69rhdxz
222,1.0,person 1973,No,Jesus College,Male,Male,First year,"Second year, First year",Physics,0.0,,Slightly conservative,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Secretary ✍️,The silent observer,Using it as your personal lost & found,Spouse❤️,2.0,1.0,Please don't ask me a question,0.0,Too in love,False,College library,eating,Radcliffe science lib,My college's JCR,1.0,1.0,1.0,Hasn't changed bedding in over a month,1.0,Morning person 🌅,Pret a Manger,Royal Blenheim,Vaults & Garden,1.0,1.0,3.0,False,Kebab van,1.0,1.0,"Pop, Indie",Sia,8.0,2.0,cross country,Extroverted,The Organizer,1.0,False,Restaurant dinner,0.0,,,,,,0.0,0.0,1.0,4.0,,Something more... ❤️,Wolfson College,Plush,,,2020-05-27 09:05:49,qgjn51tcmi5fj76eqgeluoomocgul428
223,1.0,person 762,I don't know who that is,St Anne's College,Female,Female,First year,"First year, Second year",History and Modern Languages,0.0,,Very left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Welfare 💜,The non-stop chatterbox,Ranting / causing drama,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),0.0,nothing creative but i did once have a breakdown and hand in an 800 word essay that ended mid sentence mid paragraph,True,College library,once dropped a metal water bottle in the radcam. safe to say i’ve never returned,st anne’s hartland house,Oxford University Conservative Association,1.0,1.0,1.0,sconce anyone who has been in an episode of tracy beaker (me),0.0,A mix of all the above depending on the week,Greggs,everywhere in oxford is either obnoxiously overpriced or spoons so it’s gotta be my college bar,jericho cafe,1.0,0.0,4.0,True,Kebab van,3.0,1.0,"Pop, Indie",lorde,2.0,0.0,None,In between,The Mom,1.0,True,gonna be basic and go for a coffee. or maybe ice skating,0.0,,,,,,1.0,0.0,0.0,4.0,,Just a friend 😊,St Peter's College,Bridge,,,2020-05-27 09:13:50,2f8v4xrx6z4da3dlp42f8v4x48gwpl1y
224,1.0,person 2126,Yes,St Catherine's College,Male,Male,Third year,"First year, Second year, Third year, Fourth year +, Post Grad",Engineering Science,0.0,,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,Welfare 💜,The silent observer,Sharing events nobody cares about,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),1.0,,True,My room,,The Bod,The Oxford Union,0.0,1.0,1.0,I sconce anyone who broke up with their boyfriend at a business meeting,0.0,A mix of all the above depending on the week,Pret a Manger,Turf,Waterstones Cafe,1.0,0.0,1.0,False,Kebab van,2.0,0.0,,,6.0,1.0,None,Extroverted,The Organizer,1.0,False,Anything doesn’t involve socially distanced walking round a park,1.0,Tinder,4.0,1.0,1.0,They don't respond to messages,0.0,1.0,1.0,4.0,,Something more... ❤️,Magdalen College,Park End,,,2020-05-27 09:14:31,rii0zpbk7fsrpzvbrii0zx75atauwibq
225,1.0,person 901,No,Keble College,Male,Female,Third year,"Second year, Third year, First year, Fourth year +",Mathematics and Computer Science,1.0,Chaotic good,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,Entz 🎫,The silent observer,Ranting / causing drama,Spouse❤️,5.0,0.0,The Teamplayer (back them up!),1.0,,False,My room,,College library,Oxford University Conservative Association,1.0,0.0,1.0,Anyone who has ever been arrested outside the houses of Parliament,1.0,Get up in the afternoon person ⏰ (!!!),Greggs,Kings Arms,Greens,1.0,1.0,4.0,True,Kebab van,2.0,0.0,,,7.0,2.0,Kendo ,Introverted,The Floater,1.0,True,Pub,1.0,Tinder,1.0,1.0,1.0,It's hard to find people I have things in common with,1.0,1.0,1.0,4.0,,Something more... ❤️,St Edmund Hall,Park End,,,2020-05-27 09:17:11,rarfboc408imp31vcrarfqdcosi0w618
226,1.0,person 2445,Yes,The Queen's College,Male,Female,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Mathematics,1.0,Chaotic good,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,President👑,The silent observer,Just general shitposting,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),0.0,,True,My room,Singing,Basic bitch RadCam,Student 'journalism',0.0,1.0,0.0,,1.0,A mix of all the above depending on the week,Greggs,Spoons,Queen's lane coffee house,0.0,0.0,2.0,True,Kebab van,3.0,1.0,"Country, Pop, Rap, Indie",Tide Lines (but why would you make me pick?! 😭),9.0,2.0,Swimming,In between,The Wildcard,1.0,True,Ice skating + lunch,0.0,,,,,,1.0,0.0,1.0,5.0,,Something more... ❤️,St Hilda's College,Park End,,,2020-05-27 09:19:13,thzbxe35db5cl6z9o11thzbxe3ok5mh4
227,1.0,person 1937,I don't know who that is,St Peter's College,Female,Male,Third year,"Third year, Fourth year +, Post Grad",Biology,0.0,,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,President👑,The silent observer,Just general shitposting,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,My email got stuck in the outbox,True,Uni libraries,,"Radcam, glink",Oxford University Conservative Association,0.0,0.0,0.0,,0.0,Morning person 🌅,Greggs,Spoons (swan and castle),Society,0.0,1.0,2.0,True,Asleep,3.0,1.0,"Jazz, Pop, Blues, Classical","Queen, Charles Aznavour, Sia, ABBA",5.0,2.0,Dancesport,In between,The adviser,1.0,True,Picnic with a glass of wine in a park,1.0,Bumble,4.0,1.0,1.0,Haven’t been on bumble long enough to meet in person (plus lockdown),1.0,0.0,0.0,5.0,,Something more... ❤️,St Hugh's College,Park End,"I like when people have at least some info on their profiles, otherwise it’s difficult to start a conversation and you’re judging based on looks only, so if some prompts were mandatory to fill in, that’d be useful",,2020-05-27 09:22:01,2dvmrrhoydkcg2ezir2dvmrk5sx1kfav
228,1.0,person 1180,No,St Hilda's College,Male,Female,Fourth year +,"Fourth year +, Third year, Second year, Post Grad",Biochemistry (Molecular and Cellular),1.0,Chaotic neutral,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,First🎓,1.0,0.0,Please don't ask me a question,0.0,Corrupting the file,True,Uni libraries,Whiteying,Taylorian,The Oxford Union,0.0,0.0,1.0,Getting ambulanced the day after prelims,1.0,A mix of all the above depending on the week,Greggs,Four Candles,Broad street café,1.0,0.0,4.0,False,Kebab van,0.0,1.0,"Rap, Pop, Indie",Taylor Swift,7.0,2.0,Gymnastics,Extroverted,The Mess,0.0,False,,1.0,"Tinder, Hinge, Bumble",4.0,1.0,1.0,That's not what I'm trying to do // I don't want to meet in person,0.0,1.0,1.0,4.0,,Something more... ❤️,Pembroke College,Park End,,,2020-05-27 09:25:41,b1h5nvd46s416d5yz0wb1h5keppw8ots
229,1.0,person 1307,I don't know who that is,St Peter's College,Female,"Male, Female",Third year,"Second year, Third year, Fourth year +, Post Grad",Modern Languages,1.0,Chaotic good,Slightly left-wing,0.0,"Moderately conservative, Very conservative, Very left-wing",0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,Welfare 💜,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),1.0,"I was giving a description to a police sketch artist (to be fair, I was, but not for a whole week)",False,My room,Picking your nose in public,Taylorian 💜,The Oxford Union,0.0,0.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,The turf,Society,0.0,1.0,3.0,True,Asleep,3.0,1.0,"Classical, Pop, Indie",Sufjan Stevens,2.0,0.0,None,Introverted,The Mess,0.0,True,Food and a trip to the theatre,0.0,,,,,,0.0,0.0,1.0,3.0,"Worth having a question on attitudes towards the lgbt community (bi, don't want to be matched with a homophobe).",Something more... ❤️,St Edmund Hall,Plush,,,2020-05-27 09:30:32,fhq9dm1iz9j2a0fhfqv6b9oomg0lc887
230,1.0,person 798,Yes,St Hugh's College,Male,Female,Second year,"First year, Second year",Physics,1.0,Chaotic evil,Moderately left-wing,1.0,,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,Sports 🏐,The silent observer,Sharing events nobody cares about,Blue🎖,5.0,1.0,"The Snake (I lied. I actually prepared and wrote 5,000 words.)",1.0,Dropped it on the way to the tute,False,Uni libraries,Letting it rip,rad cam,The Oxford Union,0.0,0.0,0.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,Rose and Crown,Vinnys,1.0,0.0,4.0,True,Kebab van,4.0,1.0,"Reggae, Rap, Electronic, Jazz, Country",Rascal Flatts,10.0,4.0,"Football, Rugby, Basketball",In between,The Wildcard,1.0,True,Pub,0.0,,,,,,1.0,1.0,1.0,5.0,,Something more... ❤️,St Hugh's College,Bridge,,,2020-05-27 09:32:10,cd3eaq5hxtgbdk1xl9kucd3eapgfaavr
231,1.0,person 2891,Yes,St Hugh's College,Male,Female,First year,"First year, Second year, Third year",History,1.0,Chaotic good,I am not political,1.0,,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,President👑,I wasn't in the freshers group chat (thankfully),Sharing events nobody cares about,Spouse❤️,2.0,0.0,Please don't ask me a question,1.0,,True,College library,,Radcam,Student 'journalism',0.0,1.0,1.0,Parents met at a crewdate,1.0,A mix of all the above depending on the week,Greggs,Rose and Crown,Vinnys,1.0,0.0,3.0,True,not in A&E?,2.0,1.0,"Pop, Indie, Jazz",Rolling Stones,7.0,2.0,"Football, None",In between,The Mess,0.0,False,,0.0,,,,,,0.0,0.0,1.0,3.0,,Something more... ❤️,Balliol College,Fever,,,2020-05-27 09:35:37,v0nmh2agndqt0v8y4aub12v0nmh2f93k
232,1.0,person 705,I don't know who that is,St Edmund Hall,Male,Female,Second year,"First year, Second year, Third year",Geography,1.0,Chaotic good,Slightly left-wing,1.0,,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,Entz 🎫,The silent observer,Ranting / causing drama,Spouse❤️,3.0,0.0,Ask questions to eat up the 🕐,1.0,Once claimed I was too hungover to finish it - did not go down well,True,Uni libraries,,Social Science,The Oxford Union,0.0,1.0,1.0,Had sex in a jungle,1.0,A mix of all the above depending on the week,Greggs,Rose and crown,,1.0,0.0,4.0,False,in A&E,3.0,1.0,"Classical, Indie, Pop, Jazz",Sports Team,7.0,3.0,"Rugby, Cycling, Football, Judo",Extroverted,The Mess,0.0,False,,1.0,"Bumble, Tinder",2.0,0.0,0.0,"Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with",1.0,0.0,1.0,4.0,,Something more... ❤️,Christ Church,Fever,,,2020-05-27 09:36:09,bm914oef27zbm91tqufs5hwm9istqkjd
233,1.0,person 276,Yes,Somerville College,Male,Female,Third year,"Third year, Second year",Chemistry,1.0,Chaotic good,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,Spouse❤️,5.0,1.0,The Teamplayer (back them up!),0.0,,False,My room,,RadCam,The Oxford Union,0.0,1.0,0.0,,0.0,Morning person 🌅,Pret a Manger,King's arms,Deli organic cafe,0.0,1.0,2.0,True,Kebab van,4.0,1.0,"Indie, Blues, Electronic",Radiohead,8.0,2.0,Football,In between,The Organizer,1.0,True,a date in a bookshop,1.0,Tinder,1.0,0.0,1.0,Messaging is awkward // I don't know what to say,1.0,0.0,1.0,5.0,,Something more... ❤️,Merton College,Park End,,,2020-05-27 09:36:19,6sedj1ytcwby3aq01sz26sedj7eoavpu
234,1.0,person 657,Yes,St John's College,Male,Female,First year,"First year, Second year, Third year",Classical Archaeology and Ancient History,1.0,Chaotic neutral,Moderate,1.0,,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,Sports 🏐,The silent observer,Sharing events nobody cares about,Blue🎖,3.0,1.0,The Teamplayer (back them up!),1.0,,True,College library,,Radcliffe,The Oxford Union,0.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,Spoons,Greens,1.0,0.0,4.0,False,Kebab van,2.0,0.0,,,7.0,4.0,Rugby,In between,The Wildcard,1.0,False,,1.0,Tinder,3.0,0.0,1.0,Messaging is awkward // I don't know what to say,1.0,0.0,0.0,4.0,,Something more... ❤️,Merton College,Park End,,,2020-05-27 09:41:26,258rg6xen5258ov3sumib4osov35s6r6
235,1.0,person 1349,Yes,Somerville College,Male,Female,First year,First year,Physics,1.0,Chaotic good,Moderately left-wing,1.0,,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,Entz 🎫,The silent observer,Sharing events nobody cares about,Spouse❤️,2.0,1.0,The Teamplayer (back them up!),0.0,Global pandemic innit,True,College library,Throwing satsumas idk,Somerville College (UTV),Oxford University Conservative Association,0.0,1.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,,,1.0,1.0,3.0,True,McDonalds,0.0,1.0,"Indie, Pop, Rap, Country, Electronic, Classical, Whatever Death Grips is",Lana 😍,5.0,3.0,Football,Extroverted,The Ron,1.0,False,Euro 2020,1.0,Tinder,4.0,0.0,1.0,Corona,0.0,0.0,0.0,3.0,,Something more... ❤️,Lady Margaret Hall,Bridge,,,2020-05-27 09:47:46,mbhws0v6vgxpef0dlwmbhws0viurff6l
236,1.0,person 2516,Yes,St Hilda's College,Male,Female,First year,First year,Chemistry,1.0,Chaotic evil,Very left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,Sports 🏐,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,Blue🎖,1.0,0.0,Please don't ask me a question,1.0,,True,College library,,Rad Cam (Gladstone Link),Oxford University Conservative Association,0.0,1.0,1.0,Went down on a girl and shoulder popped out so bit the girls vagina and had to call an ambulance for both of them,1.0,A mix of all the above depending on the week,Greggs,Cape,Cafe Nero,1.0,0.0,4.0,False,not in A&E?,3.0,1.0,"Jazz, Rap",Bugzy Malone,10.0,4.0,"Cycling, Football",Extroverted,The Wildcard,1.0,False,,0.0,,,,,,0.0,0.0,1.0,5.0,,Just a friend 😊,Pembroke College,Fever,,,2020-05-27 09:58:10,7uksjv9c8gcxv34uqg07uksjtdqj5cpb
237,1.0,person 2281,Yes,Keble College,Male,Female,Post Grad,"Second year, Third year, Fourth year +, Post Grad",Theology and Religion,0.0,,Moderately conservative,1.0,,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,President👑,The silent observer,Just general shitposting,First🎓,4.0,1.0,I'm too busy arguing with the tutor..,0.0,,False,Uni libraries,Creepily peering over someone else’s shoulder to see what they’re doing.,Bodley,The Oxford Union,0.0,1.0,0.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,The Royal Oak,Ole & Steen,0.0,1.0,2.0,True,Kebab van,2.0,1.0,"Blues, Classical, Jazz, Rap, R&B",Herbert Howells,10.0,1.0,None,Introverted,The Wildcard,1.0,True,A walk in Uni Parks/Port Meadow,1.0,Bumble,2.0,1.0,1.0,"They don't respond to messages, Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with",0.0,1.0,1.0,5.0,,Something more... ❤️,St John's College,Plush,,,2020-05-27 09:59:33,l4f9uqfsachiybckzl4f7z9leebrdenv
238,1.0,person 1207,Yes,Keble College,Female,Male,First year,"First year, Second year",Archaeology and Anthropology,1.0,Chaotic good,Moderate,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,Welfare 💜,The silent observer,Using it as your personal lost & found,Spouse❤️,3.0,1.0,"The Snake (I lied. I actually prepared and wrote 5,000 words.)",0.0,,True,College library,Eating crisps in the library,Keble College library,My college's JCR,0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,Turf Tavern,The missing bean,1.0,0.0,4.0,False,Kebab van,2.0,0.0,,,8.0,1.0,Gymnastics ,In between,The Wildcard,1.0,True,Brunch,1.0,"Tinder, Bumble",2.0,0.0,0.0,That's not what I'm trying to do // I don't want to meet in person,1.0,0.0,1.0,5.0,,Something more... ❤️,St Edmund Hall,Park End,,,2020-05-27 10:05:54,f0nc72mf2d2dpqejna89f0nc72mfk566
239,1.0,person 1762,Yes,Corpus Christi College,Male,Female,Second year,"First year, Second year, Third year",Mathematics,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,Secretary ✍️,The silent observer,Sharing events nobody cares about,Spouse❤️,2.0,0.0,Please don't ask me a question,1.0,,False,College library,,CCC Library,The Oxford Union,0.0,0.0,1.0,,1.0,A mix of all the above depending on the week,Pret a Manger,Turf Tavern,JCR cafe,0.0,1.0,3.0,True,Kebab van,2.0,0.0,,,3.0,3.0,Running,In between,The Daredevil,0.0,True,,0.0,,,,,,1.0,0.0,1.0,4.0,,Something more... ❤️,Corpus Christi College,Fever,,,2020-05-27 10:07:16,pitnzab8f0tmt7c7pitnzab5cbhc47q3
